narrative_id,token_id,topic,start_time,end_time,posts
n00374,XCY,Doubt Spike (Week 14),2025-03-31 01:42:00,2025-03-31 23:56:22,"p0001024,p0003371,p0012679,p0015615,p0016166,p0021554,p0022163,p0022453,p0024128,p0028852,p0032037,p0036216,p0042496,p0042957,p0044254,p0057347,p0072192,p0080850,p0086327,p0091644"
n00375,XCY,Fake News Spike (Week 1),2025-01-01 05:11:27,2025-01-05 22:13:52,"p0002425,p0003139,p0008714,p0010918,p0012765,p0021652,p0023641,p0024756,p0027946,p0032098,p0037792,p0046007,p0046057,p0047927,p0048262,p0048513,p0053073,p0057903,p0058093,p0059869"
n00376,XCY,Fake News Spike (Week 2),2025-01-06 01:29:17,2025-01-12 22:02:54,"p0000712,p0003973,p0006023,p0008081,p0011107,p0012653,p0015029,p0016758,p0018128,p0020339,p0023390,p0030651,p0033940,p0042355,p0044939,p0048421,p0048522,p0050331,p0052256,p0054210"
n00377,XCY,Fake News Spike (Week 3),2025-01-13 00:28:22,2025-01-19 23:55:16,"p0003085,p0006482,p0010973,p0018689,p0028549,p0031582,p0038932,p0039020,p0040840,p0041666,p0046110,p0050532,p0050624,p0052026,p0052496,p0056493,p0056541,p0061304,p0062812,p0063565"
n00378,XCY,Fake News Spike (Week 4),2025-01-20 16:08:51,2025-01-26 14:42:12,"p0000617,p0001695,p0007680,p0008602,p0010832,p0014030,p0014347,p0020919,p0021643,p0023280,p0035890,p0037586,p0038165,p0039513,p0043105,p0045202,p0053790,p0053811,p0053844,p0054179"
n00379,XCY,Fake News Spike (Week 5),2025-01-27 02:23:29,2025-02-02 15:57:29,"p0000279,p0001132,p0002976,p0003595,p0003799,p0004710,p0006633,p0009006,p0009032,p0015269,p0015292,p0021007,p0023770,p0027770,p0028142,p0029908,p0033850,p0033917,p0034751,p0034947"
n00380,XCY,Fake News Spike (Week 6),2025-02-03 12:59:19,2025-02-09 23:23:03,"p0000094,p0002628,p0003181,p0003923,p0009466,p0010198,p0013322,p0014857,p0019200,p0030672,p0031775,p0033435,p0034987,p0039944,p0043976,p0045998,p0046426,p0049381,p0050878,p0051603"
n00381,XCY,Fake News Spike (Week 7),2025-02-10 00:23:35,2025-02-16 20:59:32,"p0000251,p0001228,p0003712,p0005743,p0005983,p0008303,p0009284,p0010012,p0010259,p0015702,p0028099,p0032703,p0034316,p0038184,p0043937,p0045790,p0050762,p0052499,p0052701,p0053494"
n00382,XCY,Fake News Spike (Week 8),2025-02-17 01:03:13,2025-02-23 23:55:35,"p0007864,p0009047,p0012964,p0015152,p0016169,p0017351,p0022477,p0023550,p0025159,p0027133,p0029506,p0033319,p0038789,p0042454,p0045647,p0046263,p0054954,p0057400,p0059723,p0064597"
n00383,XCY,Fake News Spike (Week 9),2025-02-24 03:24:59,2025-03-02 07:19:59,"p0000725,p0001848,p0004186,p0006281,p0011082,p0012007,p0012891,p0018349,p0024453,p0024933,p0027806,p0030511,p0035530,p0046916,p0050063,p0050634,p0053218,p0058011,p0058647,p0061368"
n00384,XCY,Fake News Spike (Week 10),2025-03-03 00:55:37,2025-03-09 22:33:01,"p0006909,p0008128,p0011720,p0011904,p0012179,p0012535,p0019902,p0021936,p0025938,p0028190,p0033408,p0034234,p0036767,p0044467,p0046387,p0046501,p0047947,p0050797,p0054617,p0055852"
n00385,XCY,Fake News Spike (Week 11),2025-03-10 00:46:34,2025-03-16 13:21:45,"p0003567,p0006084,p0013405,p0014120,p0015692,p0026918,p0027909,p0031186,p0031904,p0033273,p0033583,p0034801,p0037408,p0038439,p0040734,p0043577,p0044780,p0046370,p0049224,p0063320"
n00386,XCY,Fake News Spike (Week 12),2025-03-17 05:09:30,2025-03-23 16:59:40,"p0003197,p0005561,p0005571,p0006279,p0008386,p0008663,p0013990,p0022727,p0026422,p0030861,p0032783,p0037298,p0037965,p0044420,p0059294,p0059935,p0061332,p0065034,p0084269,p0086389"
n00387,XCY,Fake News Spike (Week 13),2025-03-24 02:06:38,2025-03-30 17:34:07,"p0010333,p0020445,p0020774,p0021429,p0040768,p0042433,p0049491,p0052620,p0052738,p0052762,p0054729,p0055352,p0055424,p0055946,p0058147,p0058385,p0059144,p0061267,p0061882,p0063818"
n00388,XCY,Fake News Spike (Week 14),2025-03-31 04:44:39,2025-03-31 21:00:48,"p0049631,p0053003,p0057999,p0082357,p0082999"
